@relation cadences

@attribute IOIbeatfractionfifth numeric
@attribute IOIbeatfractionfirst numeric
@attribute IOIbeatfractionfirstsecond {-,=,+}
@attribute IOIbeatfractionfourth numeric
@attribute IOIbeatfractionfourthfifth {-,=,+}
@attribute IOIbeatfractionsecond numeric
@attribute IOIbeatfractionsecondthird {-,=,+}
@attribute IOIbeatfractionthird numeric
@attribute IOIbeatfractionthirdfourth {-,=,+}
@attribute beatcount numeric
@attribute beatduration numeric
@attribute beatstrengthfifth numeric
@attribute beatstrengthfirst numeric
@attribute beatstrengthfirstsecond {-,=,+}
@attribute beatstrengthfourth numeric
@attribute beatstrengthfourthfifth {-,=,+}
@attribute beatstrengthsecond numeric
@attribute beatstrengthsecondthird {-,=,+}
@attribute beatstrengththird numeric
@attribute beatstrengththirdfourth {-,=,+}
@attribute completesbeatsong {True, False}
@attribute completesmeasuresong {True, False}
@attribute durationcummulation {True, False}
@attribute meterdenominator numeric
@attribute meternumerator numeric
@attribute onthebeatfifth {True, False}
@attribute onthebeatfirst {True, False}
@attribute onthebeatfourth {True, False}
@attribute onthebeatsecond {True, False}
@attribute onthebeatthird {True, False}
@attribute cadence_class {finalcadence, midcadence, nocadence}

@data
2.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,2.0,-,1.0,=,1.0,+,4,1.0,1.0,0.25,+,0.5,+,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,+,2.0,-,4,1.0,0.125,1.0,-,1.0,-,0.25,+,0.5,+,True,True,False,4,4,False,True,True,True,True,midcadence
1.0,1.0,+,0.5,+,2.0,-,0.5,=,4,1.0,0.25,0.25,+,0.125,+,0.5,+,1.0,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,2.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.5,0.5,+,0.25,+,1.0,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.25,1.0,-,0.5,-,0.125,+,0.25,+,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,1.0,=,1.0,=,4,1.0,1.0,0.125,+,0.25,+,0.25,+,0.5,-,True,False,False,4,4,True,False,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,True,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,2.0,=,1.0,=,1.0,+,4,1.0,1.0,0.25,+,0.5,+,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,+,2.0,=,4,1.0,0.5,1.0,-,1.0,-,0.25,+,0.5,+,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,+,1.0,=,2.0,=,2.0,-,4,1.0,0.25,0.25,+,0.5,-,0.5,+,1.0,-,True,False,False,4,4,True,True,True,True,True,midcadence
1.0,2.0,=,1.0,=,2.0,-,1.0,=,4,1.0,1.0,0.5,+,0.25,+,1.0,-,0.5,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.25,1.0,-,1.0,-,0.5,-,0.25,+,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,False,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,2.0,=,1.0,=,1.0,+,4,1.0,0.5,0.25,+,1.0,-,0.5,-,0.25,+,True,True,False,4,4,True,True,True,True,True,nocadence
?,1.0,=,2.0,?,1.0,+,2.0,=,4,1.0,?,0.5,-,0.5,?,0.25,+,1.0,-,True,False,False,4,4,?,True,True,True,True,nocadence
1.0,1.0,+,1.0,=,2.0,-,1.0,=,3,1.0,0.5,0.5,+,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,3,1.0,0.5,1.0,-,0.5,=,0.5,+,1.0,-,True,False,False,4,3,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,3,1.0,1.0,0.5,+,0.5,+,1.0,-,0.5,=,True,True,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,=,3.0,-,1.0,=,1.0,+,3,1.0,1.0,1.0,-,1.0,=,0.5,=,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,+,3.0,-,3,1.0,0.5,0.5,=,1.0,-,0.5,+,1.0,=,True,False,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,+,1.0,+,3.0,-,2.0,-,3,1.0,1.0,0.5,+,0.5,+,1.0,=,1.0,-,True,True,False,4,3,True,True,True,True,True,midcadence
1.0,3.0,-,2.0,-,2.0,-,1.0,+,3,1.0,0.5,1.0,=,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,2.0,-,1.0,=,1.0,+,2.0,-,3,1.0,1.0,1.0,-,0.5,+,0.5,+,1.0,-,True,True,False,4,3,True,True,True,True,True,nocadence
1.0,1.0,+,1.0,=,2.0,-,1.0,=,3,1.0,0.5,0.5,+,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,3,1.0,0.5,1.0,-,0.5,=,0.5,+,1.0,-,True,False,False,4,3,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,3,1.0,1.0,0.5,+,0.5,+,1.0,-,0.5,=,True,True,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,=,3.0,-,1.0,=,1.0,+,3,1.0,1.0,1.0,-,1.0,=,0.5,=,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,+,3.0,-,3,1.0,0.5,0.5,=,1.0,-,0.5,+,1.0,=,True,False,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,+,1.0,+,3.0,-,2.0,-,3,1.0,1.0,0.5,+,0.5,+,1.0,=,1.0,-,True,True,False,4,3,True,True,True,True,True,midcadence
1.0,3.0,-,2.0,-,2.0,-,1.0,+,3,1.0,0.5,1.0,=,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
2.0,2.0,-,1.0,+,1.0,+,2.0,-,3,1.0,1.0,1.0,-,0.5,+,0.5,+,1.0,-,True,True,False,4,3,True,True,True,True,True,nocadence
1.0,1.0,+,2.0,-,2.0,-,1.0,+,3,1.0,0.5,0.5,+,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
3.0,2.0,-,1.0,+,1.0,+,2.0,-,3,1.0,1.0,1.0,-,0.5,+,0.5,+,1.0,-,True,True,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,+,3.0,-,2.0,-,1.0,+,3,1.0,1.0,0.5,+,1.0,=,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,2.0,-,2.0,-,1.0,+,3.0,-,3,1.0,0.5,1.0,-,1.0,-,0.5,+,1.0,=,True,False,False,4,3,True,True,True,True,True,nocadence
2.0,1.0,+,1.0,+,3.0,-,2.0,-,3,1.0,1.0,0.5,+,0.5,+,1.0,=,1.0,-,True,True,False,4,3,True,True,True,True,True,midcadence
1.0,3.0,-,2.0,-,2.0,-,1.0,+,3,1.0,0.5,1.0,=,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
1.0,2.0,-,1.0,=,1.0,+,2.0,-,3,1.0,1.0,1.0,-,0.5,+,0.5,+,1.0,-,True,True,False,4,3,True,True,True,True,True,nocadence
0.5,1.0,+,1.0,-,2.0,-,1.0,=,3,1.0,0.5,0.5,+,1.0,-,1.0,-,0.5,+,True,False,False,4,3,True,True,True,True,True,nocadence
0.5,2.0,-,0.5,=,1.0,=,1.0,-,3,1.0,0.25,1.0,-,0.5,-,0.5,+,1.0,-,True,False,False,4,3,False,True,True,True,True,nocadence
1.5,1.0,=,0.5,+,1.0,-,0.5,=,3,1.0,0.5,0.5,+,0.25,+,1.0,-,0.5,-,False,False,False,4,3,True,True,False,True,True,nocadence
0.5,1.0,-,1.5,-,0.5,=,0.5,+,3,1.0,0.25,1.0,-,0.5,-,0.5,-,0.25,+,True,True,False,4,3,False,True,True,True,False,nocadence
1.5,0.5,=,0.5,+,0.5,+,1.5,-,3,1.0,0.5,0.5,-,0.25,+,0.25,+,0.5,-,False,False,False,4,3,True,True,False,False,True,nocadence
0.5,0.5,+,1.5,-,1.5,-,0.5,+,3,1.0,0.25,0.25,+,0.5,-,0.5,-,0.25,+,True,False,False,4,3,False,False,True,True,False,nocadence
3.0,1.5,-,0.5,+,0.5,+,1.5,-,3,1.0,1.0,0.5,-,0.25,+,0.25,+,0.5,-,False,False,False,4,3,True,True,False,False,True,nocadence
?,0.5,+,3.0,?,1.5,-,0.5,+,3,1.0,?,0.25,+,1.0,?,0.5,-,0.25,+,True,False,False,4,3,?,False,True,True,False,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,3.0,-,1.0,=,1.0,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,+,3.0,-,4,1.0,1.0,0.5,-,0.25,+,0.25,+,1.0,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,1.0,+,1.0,=,3.0,-,1.0,=,4,1.0,0.25,0.25,+,1.0,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.5,3.0,-,1.0,+,1.0,=,1.0,=,4,1.0,0.5,1.0,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,1.5,-,1.0,=,1.0,+,4,1.0,0.125,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,False,True,True,True,True,nocadence
3.0,1.0,=,0.5,+,1.0,+,1.5,-,4,1.0,1.0,1.0,-,0.125,+,0.25,+,0.5,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,1.0,+,3.0,-,1.5,-,0.5,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,1.5,-,1.0,=,0.5,+,3.0,-,4,1.0,1.0,0.5,-,0.25,+,0.125,+,1.0,-,True,True,False,4,4,True,True,True,False,True,midcadence
1.0,0.5,+,1.0,=,3.0,-,1.0,=,4,1.0,0.25,0.125,+,1.0,-,1.0,-,0.25,+,True,False,False,4,4,True,False,True,True,True,nocadence
1.0,3.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.5,1.0,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,3.0,-,1.0,=,1.0,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,+,3.0,-,4,1.0,1.0,0.5,-,0.25,+,0.25,+,1.0,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,1.0,+,1.0,=,3.0,-,1.0,=,4,1.0,0.25,0.25,+,1.0,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,3.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.5,1.0,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,3.0,-,1.0,=,1.0,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,+,3.0,-,4,1.0,0.125,0.5,-,0.25,-,0.25,+,1.0,-,True,True,False,4,4,False,True,True,True,True,midcadence
1.0,1.0,+,0.5,+,3.0,-,0.5,=,4,1.0,1.0,0.25,+,0.125,+,1.0,-,0.25,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,3.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.25,1.0,-,1.0,-,0.25,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.5,0.25,-,0.25,+,0.125,+,1.0,-,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.125,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,False,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,3.0,-,1.0,=,1.0,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,+,3.0,-,4,1.0,1.0,0.5,-,0.25,+,0.25,+,1.0,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,1.0,+,1.0,=,3.0,-,1.0,=,4,1.0,0.25,0.25,+,1.0,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,3.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.5,1.0,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,=,1.0,+,4,1.0,0.5,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,+,2.0,-,4,1.0,0.25,0.5,-,0.5,-,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,+,1.0,=,2.0,-,1.0,=,4,1.0,1.0,0.25,+,0.25,+,1.0,-,0.5,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.25,1.0,-,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
3.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,3.0,-,1.0,=,1.0,+,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,+,3.0,-,4,1.0,1.0,0.5,-,0.25,+,0.25,+,1.0,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,1.0,+,1.0,=,3.0,-,1.0,=,4,1.0,0.25,0.25,+,1.0,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,3.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.5,1.0,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
2.0,1.0,=,1.0,+,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,=,1.0,+,4,1.0,0.5,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
?,1.0,=,1.0,?,1.0,+,2.0,-,4,1.0,?,0.5,-,0.5,?,0.25,+,1.0,-,True,False,False,4,4,?,True,True,True,True,nocadence
0.5,1.0,=,1.0,-,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,1.0,-,0.25,-,0.25,+,0.5,-,True,True,False,4,4,False,True,True,True,True,nocadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,1.0,0.25,+,0.125,+,0.5,-,0.25,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,1.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.25,0.5,-,1.0,-,0.25,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.5,0.25,-,0.25,+,0.125,+,1.0,-,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.125,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,False,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,1.0,-,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,False,True,True,True,True,nocadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,0.25,1.0,-,0.125,+,0.25,+,0.5,-,False,False,False,4,4,True,True,False,True,True,nocadence
2.0,1.0,-,1.0,+,0.5,=,0.5,+,4,1.0,1.0,0.25,+,0.25,+,0.5,-,0.125,+,True,True,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,2.0,-,0.5,+,1.0,+,4,1.0,0.5,0.5,-,1.0,-,0.125,+,0.25,+,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,1.0,+,2.0,-,4,1.0,0.25,0.125,+,0.5,-,0.25,+,1.0,-,True,False,True,4,4,True,False,True,True,True,nocadence
1.0,1.0,+,1.0,=,2.0,-,1.0,=,4,1.0,1.0,0.25,+,0.25,+,1.0,-,0.5,-,True,True,False,4,4,True,True,True,True,True,midcadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.25,1.0,-,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,1.0,-,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,False,True,True,True,True,nocadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,0.25,1.0,-,0.125,+,0.25,+,0.5,-,False,False,False,4,4,True,True,False,True,True,nocadence
0.5,1.0,-,1.0,-,0.5,=,0.5,+,4,1.0,1.0,0.25,+,0.25,+,0.5,-,0.125,+,True,True,False,4,4,True,True,True,True,False,nocadence
0.5,0.5,=,0.5,=,0.5,+,1.0,-,4,1.0,0.125,0.5,-,1.0,-,0.125,+,0.25,+,True,False,False,4,4,False,True,True,False,True,nocadence
1.0,0.5,+,0.5,+,1.0,-,0.5,=,4,1.0,0.25,0.125,+,0.125,+,0.25,+,1.0,-,False,False,False,4,4,True,False,False,True,True,nocadence
1.0,1.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.5,0.25,+,0.25,+,1.0,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
0.5,0.5,=,1.0,-,0.5,+,1.0,=,4,1.0,0.25,1.0,-,0.5,-,0.125,+,0.25,+,True,False,False,4,4,True,True,True,False,True,nocadence
0.5,0.5,+,0.5,=,1.0,=,1.0,-,4,1.0,0.125,0.125,+,0.25,-,0.25,+,0.5,-,True,True,False,4,4,False,False,True,True,True,midcadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,1.0,0.25,+,0.125,+,0.5,-,0.25,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,1.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.25,0.5,-,1.0,-,0.25,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.5,0.25,-,0.25,+,0.125,+,1.0,-,True,False,False,4,4,True,True,True,False,True,nocadence
0.5,0.5,+,1.0,-,1.0,=,1.0,=,4,1.0,0.25,0.125,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,False,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,1.0,-,0.25,-,0.25,+,0.5,-,True,True,False,4,4,False,True,True,True,True,nocadence
2.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,1.0,0.25,+,0.125,+,0.5,-,0.25,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,1.0,-,2.0,-,0.5,=,0.5,+,4,1.0,0.5,0.5,-,1.0,-,0.25,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,2.0,-,4,1.0,0.25,0.25,-,0.5,-,0.125,+,1.0,-,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,2.0,-,1.0,=,4,1.0,1.0,0.125,+,0.25,+,1.0,-,0.5,-,True,True,False,4,4,True,False,True,True,True,midcadence
1.0,2.0,-,1.0,=,1.0,=,1.0,=,4,1.0,0.25,1.0,-,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,1.0,-,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,False,True,True,True,True,nocadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,0.25,1.0,-,0.125,+,0.25,+,0.5,-,False,False,False,4,4,True,True,False,True,True,nocadence
0.5,1.0,-,1.0,-,0.5,=,0.5,+,4,1.0,1.0,0.25,+,0.25,+,0.5,-,0.125,+,True,True,False,4,4,True,True,True,True,False,nocadence
0.5,0.5,=,0.5,=,0.5,+,1.0,-,4,1.0,0.125,0.5,-,1.0,-,0.125,+,0.25,+,True,False,False,4,4,False,True,True,False,True,nocadence
1.0,0.5,+,0.5,+,1.0,-,0.5,=,4,1.0,0.25,0.125,+,0.125,+,0.25,+,1.0,-,False,False,False,4,4,True,False,False,True,True,nocadence
1.0,1.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.5,0.25,+,0.25,+,1.0,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.25,1.0,-,0.5,-,0.125,+,0.25,+,True,False,False,4,4,True,True,True,False,True,nocadence
1.0,0.5,+,1.0,=,1.0,=,1.0,=,4,1.0,1.0,0.125,+,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,False,True,True,True,midcadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.5,0.5,-,0.25,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,1.0,=,1.0,=,1.0,=,4,1.0,0.25,0.25,+,0.5,-,1.0,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,1.0,-,1.0,=,1.0,=,4,1.0,1.0,1.0,-,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,True,True,True,True,nocadence
0.5,1.0,=,0.5,=,1.0,=,1.0,-,4,1.0,0.125,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,False,True,True,True,True,nocadence
1.0,1.0,=,0.5,+,1.0,-,0.5,=,4,1.0,0.25,0.5,-,0.125,+,0.25,+,1.0,-,False,False,False,4,4,True,True,False,True,True,nocadence
1.0,1.0,-,1.0,=,0.5,=,0.5,+,4,1.0,0.5,0.25,+,0.25,+,1.0,-,0.125,+,True,False,False,4,4,True,True,True,True,False,nocadence
1.0,0.5,=,1.0,=,0.5,+,1.0,=,4,1.0,0.25,1.0,-,0.5,-,0.125,+,0.25,+,True,False,False,4,4,True,True,True,False,True,nocadence
2.0,0.5,+,1.0,+,1.0,=,1.0,=,4,1.0,1.0,0.125,+,0.25,+,0.25,+,0.5,-,True,True,False,4,4,True,False,True,True,True,nocadence
2.0,1.0,=,2.0,=,1.0,=,1.0,+,4,1.0,0.5,0.25,+,1.0,-,0.5,-,0.25,+,True,False,False,4,4,True,True,True,True,True,nocadence
1.0,1.0,=,2.0,-,1.0,+,2.0,=,4,1.0,1.0,0.5,-,0.5,+,0.25,+,1.0,-,True,False,False,4,4,True,True,True,True,True,midcadence
0.5,1.0,+,1.0,-,2.0,=,2.0,-,4,1.0,0.25,0.25,+,1.0,-,1.0,-,0.5,+,True,False,False,4,4,True,True,True,True,True,nocadence
